"Date","Publisher","Pollster","Type","Sample","Party","Mandates","Election"
2014-12-08,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"רשימה משותפת ערבית",10,2015
2014-12-08,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"יש עתיד",9,2015
2014-12-08,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"ישראל ביתנו",9,2015
2014-12-08,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"כולנו",9,2015
2014-12-08,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"יהדות התורה",8,2015
2014-12-08,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"שס",7,2015
2014-12-08,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"מרצ",6,2015
2014-12-05,"ישראל היום","הגל החדש","מדגם",630,"הליכוד",22,2015
2014-12-05,"ישראל היום","הגל החדש","מדגם",630,"הבית היהודי",16,2015
2014-12-05,"ישראל היום","הגל החדש","מדגם",630,"המחנה הציוני",16,2015
2014-12-05,"ישראל היום","הגל החדש","מדגם",630,"כולנו",13,2015
2014-12-05,"ישראל היום","הגל החדש","מדגם",630,"רשימה משותפת ערבית",11,2015
2014-12-05,"ישראל היום","הגל החדש","מדגם",630,"יש עתיד",10,2015
2014-12-05,"ישראל היום","הגל החדש","מדגם",630,"ישראל ביתנו",10,2015
2014-12-05,"ישראל היום","הגל החדש","מדגם",630,"יהדות התורה",8,2015
2014-12-05,"ישראל היום","הגל החדש","מדגם",630,"שס",8,2015
2014-12-05,"ישראל היום","הגל החדש","מדגם",630,"מרצ",6,2015
2014-12-05,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"הליכוד",21,2015
2014-12-05,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"הבית היהודי",18,2015
2014-12-05,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"המחנה הציוני",18,2015
2014-12-05,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"יש עתיד",11,2015
2014-12-05,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"כולנו",11,2015
2014-12-05,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"ישראל ביתנו",9,2015
2014-12-05,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"רשימה משותפת ערבית",9,2015
2014-12-05,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"יהדות התורה",8,2015
2014-12-05,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"מרצ",8,2015
2014-12-05,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"שס",7,2015
2014-12-05,"מקור ראשון","מאגר מוחות","מדגם",542,"הליכוד",25,2015
2014-12-05,"מקור ראשון","מאגר מוחות","מדגם",542,"המחנה הציוני",17,2015
2014-12-05,"מקור ראשון","מאגר מוחות","מדגם",542,"הבית היהודי",15,2015
2014-12-05,"מקור ראשון","מאגר מוחות","מדגם",542,"ישראל ביתנו",13,2015
2014-12-05,"מקור ראשון","מאגר מוחות","מדגם",542,"כולנו",10,2015
2014-12-05,"מקור ראשון","מאגר מוחות","מדגם",542,"רשימה משותפת ערבית",10,2015
2014-12-05,"מקור ראשון","מאגר מוחות","מדגם",542,"יש עתיד",9,2015
2014-12-05,"מקור ראשון","מאגר מוחות","מדגם",542,"יהדות התורה",7,2015
2014-12-05,"מקור ראשון","מאגר מוחות","מדגם",542,"שס",7,2015
2014-12-05,"מקור ראשון","מאגר מוחות","מדגם",542,"מרצ",6,2015
2014-12-04,"גלובס","רפי סמית","מדגם",500,"הליכוד",23,2015
2014-12-04,"גלובס","רפי סמית","מדגם",500,"המחנה הציוני",17,2015
2014-12-04,"גלובס","רפי סמית","מדגם",500,"הבית היהודי",16,2015
2014-12-04,"גלובס","רפי סמית","מדגם",500,"רשימה משותפת ערבית",11,2015
2014-12-04,"גלובס","רפי סמית","מדגם",500,"יש עתיד",10,2015
2014-12-04,"גלובס","רפי סמית","מדגם",500,"ישראל ביתנו",10,2015
2014-12-04,"גלובס","רפי סמית","מדגם",500,"כולנו",10,2015
2014-12-04,"גלובס","רפי סמית","מדגם",500,"שס",9,2015
2014-12-04,"גלובס","רפי סמית","מדגם",500,"יהדות התורה",7,2015
2014-12-04,"גלובס","רפי סמית","מדגם",500,"מרצ",7,2015
2014-12-03,"וואלה","טלסקר","מדגם",500,"הליכוד",23,2015
2014-12-03,"וואלה","טלסקר","מדגם",500,"הבית היהודי",17,2015
2014-12-03,"וואלה","טלסקר","מדגם",500,"המחנה הציוני",17,2015
2014-12-03,"וואלה","טלסקר","מדגם",500,"ישראל ביתנו",12,2015
2014-12-03,"וואלה","טלסקר","מדגם",500,"יש עתיד",11,2015
2014-12-03,"וואלה","טלסקר","מדגם",500,"כולנו",10,2015
2014-12-03,"וואלה","טלסקר","מדגם",500,"רשימה משותפת ערבית",10,2015
2014-12-03,"וואלה","טלסקר","מדגם",500,"יהדות התורה",8,2015
2014-12-03,"וואלה","טלסקר","מדגם",500,"שס",7,2015
2014-12-03,"וואלה","טלסקר","מדגם",500,"מרצ",5,2015
2014-12-03,"ערוץ 10","מאגר מוחות","פאנל",500,"הליכוד",26,2015
2014-12-03,"ערוץ 10","קמיל פוקס","מדגם",500,"הליכוד",22,2015
2014-12-03,"ערוץ 10","קמיל פוקס","מדגם",500,"הבית היהודי",17,2015
2014-12-03,"ערוץ 10","קמיל פוקס","מדגם",500,"המחנה הציוני",17,2015
2014-12-03,"ערוץ 10","מאגר מוחות","פאנל",500,"הבית היהודי",16,2015
2014-12-03,"ערוץ 10","מאגר מוחות","פאנל",500,"המחנה הציוני",16,2015
2014-12-03,"ערוץ 10","מאגר מוחות","פאנל",500,"ישראל ביתנו",12,2015
2014-12-03,"ערוץ 10","קמיל פוקס","מדגם",500,"ישראל ביתנו",12,2015
2014-12-03,"ערוץ 10","קמיל פוקס","מדגם",500,"כולנו",12,2015
2014-12-03,"ערוץ 10","מאגר מוחות","פאנל",500,"רשימה משותפת ערבית",11,2015
2014-12-03,"ערוץ 10","קמיל פוקס","מדגם",500,"יש עתיד",9,2015
2014-12-03,"ערוץ 10","קמיל פוקס","מדגם",500,"רשימה משותפת ערבית",9,2015
2014-12-03,"ערוץ 10","מאגר מוחות","פאנל",500,"יהדות התורה",8,2015
2014-12-03,"ערוץ 10","קמיל פוקס","מדגם",500,"יהדות התורה",8,2015
2014-12-03,"ערוץ 10","מאגר מוחות","פאנל",500,"יש עתיד",8,2015
2014-12-03,"ערוץ 10","מאגר מוחות","פאנל",500,"כולנו",8,2015
2014-12-03,"ערוץ 10","מאגר מוחות","פאנל",500,"שס",8,2015
2014-12-03,"ערוץ 10","מאגר מוחות","פאנל",500,"מרצ",7,2015
2014-12-03,"ערוץ 10","קמיל פוקס","מדגם",500,"מרצ",7,2015
2014-12-03,"ערוץ 10","קמיל פוקס","מדגם",500,"שס",7,2015
2014-12-03,"ערוץ 2","מדגם - גבע וצמח","מדגם",500,"הליכוד",22,2015
2014-12-03,"ערוץ 2","מדגם - גבע וצמח","מדגם",500,"הבית היהודי",17,2015
2014-12-03,"ערוץ 2","מדגם - גבע וצמח","מדגם",500,"המחנה הציוני",17,2015
2014-12-03,"ערוץ 2","מדגם - גבע וצמח","מדגם",500,"רשימה משותפת ערבית",11,2015
2014-12-03,"ערוץ 2","מדגם - גבע וצמח","מדגם",500,"ישראל ביתנו",10,2015
2014-12-03,"ערוץ 2","מדגם - גבע וצמח","מדגם",500,"כולנו",10,2015
2014-12-03,"ערוץ 2","מדגם - גבע וצמח","מדגם",500,"יש עתיד",9,2015
2014-12-03,"ערוץ 2","מדגם - גבע וצמח","מדגם",500,"שס",9,2015
2014-12-03,"ערוץ 2","מדגם - גבע וצמח","מדגם",500,"יהדות התורה",8,2015
2014-12-03,"ערוץ 2","מדגם - גבע וצמח","מדגם",500,"מרצ",7,2015
2014-12-02,"ערוץ 2","מכון שריד","מדגם",500,"הליכוד",24,2015
2014-12-02,"ערוץ 2","מכון שריד","מדגם",500,"המחנה הציוני",21,2015
2014-12-02,"ערוץ 2","מכון שריד","מדגם",500,"הבית היהודי",17,2015
2014-12-02,"ערוץ 2","מכון שריד","מדגם",500,"יש עתיד",11,2015
2014-12-02,"ערוץ 2","מכון שריד","מדגם",500,"רשימה משותפת ערבית",11,2015
2014-12-02,"ערוץ 2","מכון שריד","מדגם",500,"ישראל ביתנו",10,2015
2014-12-02,"ערוץ 2","מכון שריד","מדגם",500,"יהדות התורה",7,2015
2014-12-02,"ערוץ 2","מכון שריד","מדגם",500,"מרצ",7,2015
2014-12-02,"ערוץ 2","מכון שריד","מדגם",500,"שס",7,2015
2014-12-02,"ערוץ 2","מכון שריד","מדגם",500,"כולנו",5,2015
2014-11-27,"גלובס","רפי סמית","מדגם",500,"הליכוד",23,2015
2014-11-27,"גלובס","רפי סמית","מדגם",500,"הבית היהודי",16,2015
2014-11-27,"גלובס","רפי סמית","מדגם",500,"המחנה הציוני",15,2015
2014-11-27,"גלובס","רפי סמית","מדגם",500,"ישראל ביתנו",11,2015
2014-11-27,"גלובס","רפי סמית","מדגם",500,"רשימה משותפת ערבית",11,2015
2014-11-27,"גלובס","רפי סמית","מדגם",500,"יש עתיד",10,2015
2014-11-27,"גלובס","רפי סמית","מדגם",500,"שס",10,2015
2014-11-27,"גלובס","רפי סמית","מדגם",500,"כולנו",9,2015
2014-11-27,"גלובס","רפי סמית","מדגם",500,"מרצ",8,2015
2014-11-27,"גלובס","רפי סמית","מדגם",500,"יהדות התורה",7,2015
2014-11-27,"הארץ","קמיל פוקס","מדגם",535,"הליכוד",24,2015
2014-11-27,"הארץ","קמיל פוקס","מדגם",535,"המחנה הציוני",17,2015
2014-11-27,"הארץ","קמיל פוקס","מדגם",535,"הבית היהודי",16,2015
2014-11-27,"הארץ","קמיל פוקס","מדגם",535,"כולנו",12,2015
2014-11-27,"הארץ","קמיל פוקס","מדגם",535,"יש עתיד",11,2015
2014-11-27,"הארץ","קמיל פוקס","מדגם",535,"ישראל ביתנו",11,2015
2014-11-27,"הארץ","קמיל פוקס","מדגם",535,"רשימה משותפת ערבית",9,2015
2014-11-27,"הארץ","קמיל פוקס","מדגם",535,"יהדות התורה",8,2015
2014-11-27,"הארץ","קמיל פוקס","מדגם",535,"מרצ",6,2015
2014-11-27,"הארץ","קמיל פוקס","מדגם",535,"שס",6,2015
2014-11-27,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",510,"הליכוד",23,2015
2014-11-27,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",510,"הבית היהודי",18,2015
2014-11-27,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",510,"המחנה הציוני",18,2015
2014-11-27,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",510,"יש עתיד",13,2015
2014-11-27,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",510,"רשימה משותפת ערבית",11,2015
2014-11-27,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",510,"יהדות התורה",8,2015
2014-11-27,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",510,"מרצ",8,2015
2014-11-27,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",510,"ישראל ביתנו",7,2015
2014-11-27,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",510,"כולנו",7,2015
2014-11-27,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",510,"שס",7,2015
2014-11-20,"בחדרי חרדים","TRI","מדגם",500,"הליכוד",27,2015
2014-11-20,"בחדרי חרדים","TRI","מדגם",500,"הבית היהודי",17,2015
2014-11-20,"בחדרי חרדים","TRI","מדגם",500,"המחנה הציוני",15,2015
2014-11-20,"בחדרי חרדים","TRI","מדגם",500,"רשימה משותפת ערבית",11,2015
2014-11-20,"בחדרי חרדים","TRI","מדגם",500,"יש עתיד",10,2015
2014-11-20,"בחדרי חרדים","TRI","מדגם",500,"שס",10,2015
2014-11-20,"בחדרי חרדים","TRI","מדגם",500,"יהדות התורה",8,2015
2014-11-20,"בחדרי חרדים","TRI","מדגם",500,"ישראל ביתנו",8,2015
2014-11-20,"בחדרי חרדים","TRI","מדגם",500,"מרצ",8,2015
2014-11-20,"בחדרי חרדים","TRI","מדגם",500,"כולנו",6,2015
2014-11-20,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"הליכוד",20,2015
2014-11-20,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"הבית היהודי",19,2015
2014-11-20,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"המחנה הציוני",17,2015
2014-11-20,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"יש עתיד",13,2015
2014-11-20,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"רשימה משותפת ערבית",11,2015
2014-11-20,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"כולנו",9,2015
2014-11-20,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"יהדות התורה",8,2015
2014-11-20,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"ישראל ביתנו",8,2015
2014-11-20,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"מרצ",8,2015
2014-11-20,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"שס",7,2015
2014-11-17,"ערוץ 10","פרויקט המדגם","פאנל",500,"הליכוד",22,2015
2014-11-17,"ערוץ 10","פרויקט המדגם","פאנל",500,"הבית היהודי",17,2015
2014-11-17,"ערוץ 10","פרויקט המדגם","פאנל",500,"המחנה הציוני",17,2015
2014-11-17,"ערוץ 10","פרויקט המדגם","פאנל",500,"יש עתיד",14,2015
2014-11-17,"ערוץ 10","פרויקט המדגם","פאנל",500,"רשימה משותפת ערבית",11,2015
2014-11-17,"ערוץ 10","פרויקט המדגם","פאנל",500,"ישראל ביתנו",9,2015
2014-11-17,"ערוץ 10","פרויקט המדגם","פאנל",500,"כולנו",9,2015
2014-11-17,"ערוץ 10","פרויקט המדגם","פאנל",500,"יהדות התורה",8,2015
2014-11-17,"ערוץ 10","פרויקט המדגם","פאנל",500,"מרצ",7,2015
2014-11-17,"ערוץ 10","פרויקט המדגם","פאנל",500,"שס",6,2015
2014-11-15,"ערוץ 1","מאגר מוחות","מדגם",512,"הליכוד",25,2015
2014-11-15,"ערוץ 1","מאגר מוחות","מדגם",512,"המחנה הציוני",17,2015
2014-11-15,"ערוץ 1","מאגר מוחות","מדגם",512,"הבית היהודי",15,2015
2014-11-15,"ערוץ 1","מאגר מוחות","מדגם",512,"ישראל ביתנו",15,2015
2014-11-15,"ערוץ 1","מאגר מוחות","מדגם",512,"יש עתיד",10,2015
2014-11-15,"ערוץ 1","מאגר מוחות","מדגם",512,"רשימה משותפת ערבית",10,2015
2014-11-15,"ערוץ 1","מאגר מוחות","מדגם",512,"יהדות התורה",7,2015
2014-11-15,"ערוץ 1","מאגר מוחות","מדגם",512,"מרצ",7,2015
2014-11-15,"ערוץ 1","מאגר מוחות","מדגם",512,"שס",7,2015
2014-11-15,"ערוץ 1","מאגר מוחות","מדגם",512,"כולנו",6,2015
2014-11-13,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"הליכוד",22,2015
2014-11-13,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"המחנה הציוני",18,2015
2014-11-13,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"הבית היהודי",17,2015
2014-11-13,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"רשימה משותפת ערבית",13,2015
2014-11-13,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"יש עתיד",10,2015
2014-11-13,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"מרצ",9,2015
2014-11-13,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"יהדות התורה",8,2015
2014-11-13,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"ישראל ביתנו",8,2015
2014-11-13,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"שס",8,2015
2014-11-13,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"כולנו",7,2015
2014-11-06,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"הליכוד",22,2015
2014-11-06,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"המחנה הציוני",19,2015
2014-11-06,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"הבית היהודי",18,2015
2014-11-06,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"רשימה משותפת ערבית",12,2015
2014-11-06,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"יש עתיד",9,2015
2014-11-06,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"מרצ",9,2015
2014-11-06,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"יהדות התורה",8,2015
2014-11-06,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"כולנו",8,2015
2014-11-06,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"שס",8,2015
2014-11-06,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"ישראל ביתנו",7,2015
2014-11-03,"nrg","פאנלס פוליטיקס","פאנל",500,"הליכוד",21,2015
2014-11-03,"nrg","פאנלס פוליטיקס","פאנל",500,"המחנה הציוני",20,2015
2014-11-03,"nrg","פאנלס פוליטיקס","פאנל",500,"הבית היהודי",17,2015
2014-11-03,"nrg","פאנלס פוליטיקס","פאנל",500,"רשימה משותפת ערבית",12,2015
2014-11-03,"nrg","פאנלס פוליטיקס","פאנל",500,"יש עתיד",9,2015
2014-11-03,"nrg","פאנלס פוליטיקס","פאנל",500,"ישראל ביתנו",9,2015
2014-11-03,"nrg","פאנלס פוליטיקס","פאנל",500,"מרצ",9,2015
2014-11-03,"nrg","פאנלס פוליטיקס","פאנל",500,"יהדות התורה",8,2015
2014-11-03,"nrg","פאנלס פוליטיקס","פאנל",500,"שס",8,2015
2014-11-03,"nrg","פאנלס פוליטיקס","פאנל",500,"כולנו",7,2015
2014-10-31,"גלובס","רפי סמית","מדגם",500,"הליכוד",24,2015
2014-10-31,"גלובס","רפי סמית","מדגם",500,"המחנה הציוני",18,2015
2014-10-31,"גלובס","רפי סמית","מדגם",500,"הבית היהודי",15,2015
2014-10-31,"גלובס","רפי סמית","מדגם",500,"רשימה משותפת ערבית",12,2015
2014-10-31,"גלובס","רפי סמית","מדגם",500,"ישראל ביתנו",10,2015
2014-10-31,"גלובס","רפי סמית","מדגם",500,"יש עתיד",9,2015
2014-10-31,"גלובס","רפי סמית","מדגם",500,"כולנו",9,2015
2014-10-31,"גלובס","רפי סמית","מדגם",500,"יהדות התורה",8,2015
2014-10-31,"גלובס","רפי סמית","מדגם",500,"מרצ",8,2015
2014-10-31,"גלובס","רפי סמית","מדגם",500,"שס",7,2015
2014-10-30,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",510,"הליכוד",21,2015
2014-10-30,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",510,"המחנה הציוני",20,2015
2014-10-30,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",510,"הבית היהודי",16,2015
2014-10-30,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",510,"רשימה משותפת ערבית",12,2015
2014-10-30,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",510,"יש עתיד",9,2015
2014-10-30,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",510,"ישראל ביתנו",9,2015
2014-10-30,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",510,"כולנו",9,2015
2014-10-30,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",510,"מרצ",9,2015
2014-10-30,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",510,"יהדות התורה",8,2015
2014-10-30,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",510,"שס",7,2015
2014-10-24,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",503,"הליכוד",22,2015
2014-10-24,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",503,"המחנה הציוני",18,2015
2014-10-24,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",503,"הבית היהודי",16,2015
2014-10-24,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",503,"רשימה משותפת ערבית",12,2015
2014-10-24,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",503,"כולנו",10,2015
2014-10-24,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",503,"יש עתיד",9,2015
2014-10-24,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",503,"ישראל ביתנו",9,2015
2014-10-24,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",503,"מרצ",9,2015
2014-10-24,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",503,"יהדות התורה",8,2015
2014-10-24,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",503,"שס",7,2015
2014-10-23,"ערוץ 10","פרויקט המדגם","פאנל",500,"הליכוד",22,2015
2014-10-23,"ערוץ 10","פרויקט המדגם","פאנל",500,"הבית היהודי",17,2015
2014-10-23,"ערוץ 10","פרויקט המדגם","פאנל",500,"המחנה הציוני",16,2015
2014-10-23,"ערוץ 10","פרויקט המדגם","פאנל",500,"יש עתיד",12,2015
2014-10-23,"ערוץ 10","פרויקט המדגם","פאנל",500,"ישראל ביתנו",11,2015
2014-10-23,"ערוץ 10","פרויקט המדגם","פאנל",500,"כולנו",9,2015
2014-10-23,"ערוץ 10","פרויקט המדגם","פאנל",500,"מרצ",9,2015
2014-10-23,"ערוץ 10","פרויקט המדגם","פאנל",500,"רשימה משותפת ערבית",9,2015
2014-10-23,"ערוץ 10","פרויקט המדגם","פאנל",500,"שס",8,2015
2014-10-23,"ערוץ 10","פרויקט המדגם","פאנל",500,"יהדות התורה",7,2015
2014-10-02,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"הליכוד",27,2015
2014-10-02,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"המחנה הציוני",20,2015
2014-10-02,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"הבית היהודי",18,2015
2014-10-02,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"רשימה משותפת ערבית",12,2015
2014-10-02,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"יש עתיד",10,2015
2014-10-02,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"ישראל ביתנו",9,2015
2014-10-02,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"מרצ",9,2015
2014-10-02,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"יהדות התורה",8,2015
2014-10-02,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"שס",7,2015
2014-09-24,"גלובס","רפי סמית","מדגם",500,"הליכוד",20,2015
2014-09-24,"גלובס","רפי סמית","מדגם",500,"המחנה הציוני",18,2015
2014-09-24,"גלובס","רפי סמית","מדגם",500,"הבית היהודי",16,2015
2014-09-24,"גלובס","רפי סמית","מדגם",500,"רשימה משותפת ערבית",12,2015
2014-09-24,"גלובס","רפי סמית","מדגם",500,"יש עתיד",11,2015
2014-09-24,"גלובס","רפי סמית","מדגם",500,"ישראל ביתנו",11,2015
2014-09-24,"גלובס","רפי סמית","מדגם",500,"כולנו",10,2015
2014-09-24,"גלובס","רפי סמית","מדגם",500,"יהדות התורה",9,2015
2014-09-24,"גלובס","רפי סמית","מדגם",500,"שס",7,2015
2014-09-24,"גלובס","רפי סמית","מדגם",500,"מרצ",6,2015
2014-09-24,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"הליכוד",24,2015
2014-09-24,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"הבית היהודי",17,2015
2014-09-24,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"המחנה הציוני",17,2015
2014-09-24,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"כולנו",11,2015
2014-09-24,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"רשימה משותפת ערבית",11,2015
2014-09-24,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"מרצ",9,2015
2014-09-24,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"יהדות התורה",8,2015
2014-09-24,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"יש עתיד",8,2015
2014-09-24,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"ישראל ביתנו",8,2015
2014-09-24,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"שס",7,2015
2014-09-23,"גלובס","רפי סמית","מדגם",500,"הליכוד",25,2015
2014-09-23,"גלובס","רפי סמית","מדגם",500,"המחנה הציוני",18,2015
2014-09-23,"גלובס","רפי סמית","מדגם",500,"הבית היהודי",15,2015
2014-09-23,"גלובס","רפי סמית","מדגם",500,"רשימה משותפת ערבית",12,2015
2014-09-23,"גלובס","רפי סמית","מדגם",500,"יש עתיד",11,2015
2014-09-23,"גלובס","רפי סמית","מדגם",500,"ישראל ביתנו",10,2015
2014-09-23,"גלובס","רפי סמית","מדגם",500,"שס",9,2015
2014-09-23,"גלובס","רפי סמית","מדגם",500,"יהדות התורה",7,2015
2014-09-23,"גלובס","רפי סמית","מדגם",500,"מרצ",7,2015
2014-09-23,"גלובס","רפי סמית","מדגם",500,"כולנו",6,2015
2014-09-18,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"הליכוד",25,2015
2014-09-18,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"הבית היהודי",20,2015
2014-09-18,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"המחנה הציוני",20,2015
2014-09-18,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"יש עתיד",12,2015
2014-09-18,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"רשימה משותפת ערבית",10,2015
2014-09-18,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"מרצ",9,2015
2014-09-18,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"יהדות התורה",8,2015
2014-09-18,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"ישראל ביתנו",8,2015
2014-09-18,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"שס",8,2015
2014-09-15,"ערוץ 10","מאגר מוחות","מדגם",500,"הליכוד",26,2015
2014-09-15,"ערוץ 10","מאגר מוחות","מדגם",500,"המחנה הציוני",18,2015
2014-09-15,"ערוץ 10","מאגר מוחות","מדגם",500,"הבית היהודי",16,2015
2014-09-15,"ערוץ 10","מאגר מוחות","מדגם",500,"ישראל ביתנו",14,2015
2014-09-15,"ערוץ 10","מאגר מוחות","מדגם",500,"רשימה משותפת ערבית",10,2015
2014-09-15,"ערוץ 10","מאגר מוחות","מדגם",500,"שס",10,2015
2014-09-15,"ערוץ 10","מאגר מוחות","מדגם",500,"יש עתיד",8,2015
2014-09-15,"ערוץ 10","מאגר מוחות","מדגם",500,"כולנו",7,2015
2014-09-15,"ערוץ 10","מאגר מוחות","מדגם",500,"יהדות התורה",6,2015
2014-09-15,"ערוץ 10","מאגר מוחות","מדגם",500,"מרצ",5,2015
2014-09-11,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"הליכוד",29,2015
2014-09-11,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"המחנה הציוני",19,2015
