"Date","Publisher","Pollster","Type","Sample","Party","Mandates","Election","Mandate.Group","Results","Party.En","Attribute","Attribute.En","Origin","Ideology","Ideology.En","Ideology.Group","Ideology.Group.En","Publisher.En","Pollster.En","Error","Error.abs","week","month","year","Partyid","Pollsterid","Publisherid","Election.Date","DaysLeft","Sample.Error","Mandates.lb","Mandates.ub"
2015-02-08,"ערוץ 10","קמיל פוקס","פאנל",863,"הליכוד",23,2015,"(20,30]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Channel 10","Camille Fuchs",-4,4,"0","02","2015",5,14,19,2015-03-17,37,0.0340403958784899,22,23
2015-02-08,"ערוץ 10","קמיל פוקס","פאנל",863,"המחנה הציוני",23,2015,"(20,30]",27,"Hamachane Hazioni","איחוד","combined","Abb-B","מרכז-שמאל","Center-Left","שמאל","left","Channel 10","Camille Fuchs",-4,4,"0","02","2015",7,14,19,2015-03-17,37,0.0340403958784899,22,23
2015-02-08,"ערוץ 10","קמיל פוקס","פאנל",863,"הבית היהודי",14,2015,"(10,15]",8,"Habayit Hayehudi","איחוד","combined","E-F","ימין","Right","ימין","right","Channel 10","Camille Fuchs",6,6,"0","02","2015",4,14,19,2015-03-17,37,0.0340403958784899,13,14
2015-02-08,"ערוץ 10","קמיל פוקס","פאנל",863,"רשימה משותפת ערבית",13,2015,"(10,15]",13,"Combined Arab Parties","איחוד","combined","I-J-K-L","שמאל","Left","שמאל","left","Channel 10","Camille Fuchs",0,0,"0","02","2015",26,14,19,2015-03-17,37,0.0340403958784899,12,13
2015-02-08,"ערוץ 10","קמיל פוקס","פאנל",863,"יש עתיד",10,2015,"(5,10]",12,"Yesh Atid","ישן","old","Q","מרכז-ימין","Center-Right","ימין","right","Channel 10","Camille Fuchs",-2,2,"0","02","2015",14,14,19,2015-03-17,37,0.0340403958784899,9,10
2015-02-08,"ערוץ 10","קמיל פוקס","פאנל",863,"כולנו",10,2015,"(5,10]",10,"Kulanu","פיצול,חדש","new,split","Ad","מרכז-ימין","Center-Right","ימין","right","Channel 10","Camille Fuchs",0,0,"0","02","2015",17,14,19,2015-03-17,37,0.0340403958784899,9,10
2015-02-08,"ערוץ 10","קמיל פוקס","פאנל",863,"יהדות התורה",6,2015,"(5,10]",6,"Yehadut Hatorah","ישן","old","H","ימין","Right","ימין","right","Channel 10","Camille Fuchs",0,0,"0","02","2015",12,14,19,2015-03-17,37,0.0340403958784899,5,6
2015-02-08,"ערוץ 10","קמיל פוקס","פאנל",863,"שס",6,2015,"(5,10]",7,"Shas","פיצול,ישן","old,split","Da","ימין","Right","ימין","right","Channel 10","Camille Fuchs",-1,1,"0","02","2015",29,14,19,2015-03-17,37,0.0340403958784899,5,6
2015-02-08,"ערוץ 10","קמיל פוקס","פאנל",863,"יחד",5,2015,"(1,5]",0,"Yachad","פיצול,חדש","new,split","Db","ימין","Right","ימין","right","Channel 10","Camille Fuchs",5,5,"0","02","2015",13,14,19,2015-03-17,37,0.0340403958784899,4,5
2015-02-08,"ערוץ 10","קמיל פוקס","פאנל",863,"ישראל ביתנו",5,2015,"(1,5]",5,"Israel Beytenu","פיצול,ישן","old,split","Ac","ימין","Right","ימין","right","Channel 10","Camille Fuchs",0,0,"0","02","2015",15,14,19,2015-03-17,37,0.0340403958784899,4,5
2015-02-08,"ערוץ 10","קמיל פוקס","פאנל",863,"מרצ",5,2015,"(1,5]",5,"Meretz","ישן","old","G","שמאל","Left","שמאל","left","Channel 10","Camille Fuchs",0,0,"0","02","2015",19,14,19,2015-03-17,37,0.0340403958784899,4,5
2015-02-05,"ידיעות אחרונות","מינה צמח","פאנל",700,"המחנה הציוני",25,2015,"(20,30]",27,"Hamachane Hazioni","איחוד","combined","Abb-B","מרכז-שמאל","Center-Left","שמאל","left","Yediot Achronot","Mina Tsemach",-2,2,"4","02","2015",7,8,10,2015-03-17,40,0.0377964473009227,24,25
2015-02-05,"ידיעות אחרונות","מינה צמח","פאנל",700,"הליכוד",24,2015,"(20,30]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Yediot Achronot","Mina Tsemach",-3,3,"4","02","2015",5,8,10,2015-03-17,40,0.0377964473009227,23,24
2015-02-05,"ידיעות אחרונות","מינה צמח","פאנל",700,"הבית היהודי",12,2015,"(10,15]",8,"Habayit Hayehudi","איחוד","combined","E-F","ימין","Right","ימין","right","Yediot Achronot","Mina Tsemach",4,4,"4","02","2015",4,8,10,2015-03-17,40,0.0377964473009227,11,12
2015-02-05,"ידיעות אחרונות","מינה צמח","פאנל",700,"רשימה משותפת ערבית",12,2015,"(10,15]",13,"Combined Arab Parties","איחוד","combined","I-J-K-L","שמאל","Left","שמאל","left","Yediot Achronot","Mina Tsemach",-1,1,"4","02","2015",26,8,10,2015-03-17,40,0.0377964473009227,11,12
2015-02-05,"ידיעות אחרונות","מינה צמח","פאנל",700,"יש עתיד",11,2015,"(10,15]",12,"Yesh Atid","ישן","old","Q","מרכז-ימין","Center-Right","ימין","right","Yediot Achronot","Mina Tsemach",-1,1,"4","02","2015",14,8,10,2015-03-17,40,0.0377964473009227,10,11
2015-02-05,"ידיעות אחרונות","מינה צמח","פאנל",700,"יהדות התורה",7,2015,"(5,10]",6,"Yehadut Hatorah","ישן","old","H","ימין","Right","ימין","right","Yediot Achronot","Mina Tsemach",1,1,"4","02","2015",12,8,10,2015-03-17,40,0.0377964473009227,6,7
2015-02-05,"ידיעות אחרונות","מינה צמח","פאנל",700,"כולנו",7,2015,"(5,10]",10,"Kulanu","פיצול,חדש","new,split","Ad","מרכז-ימין","Center-Right","ימין","right","Yediot Achronot","Mina Tsemach",-3,3,"4","02","2015",17,8,10,2015-03-17,40,0.0377964473009227,6,7
2015-02-05,"ידיעות אחרונות","מינה צמח","פאנל",700,"שס",7,2015,"(5,10]",7,"Shas","פיצול,ישן","old,split","Da","ימין","Right","ימין","right","Yediot Achronot","Mina Tsemach",0,0,"4","02","2015",29,8,10,2015-03-17,40,0.0377964473009227,6,7
2015-02-05,"ידיעות אחרונות","מינה צמח","פאנל",700,"ישראל ביתנו",6,2015,"(5,10]",5,"Israel Beytenu","פיצול,ישן","old,split","Ac","ימין","Right","ימין","right","Yediot Achronot","Mina Tsemach",1,1,"4","02","2015",15,8,10,2015-03-17,40,0.0377964473009227,5,6
2015-02-05,"ידיעות אחרונות","מינה צמח","פאנל",700,"מרצ",5,2015,"(1,5]",5,"Meretz","ישן","old","G","שמאל","Left","שמאל","left","Yediot Achronot","Mina Tsemach",0,0,"4","02","2015",19,8,10,2015-03-17,40,0.0377964473009227,4,5
2015-02-05,"ידיעות אחרונות","מינה צמח","פאנל",700,"יחד",4,2015,"(1,5]",0,"Yachad","פיצול,חדש","new,split","Db","ימין","Right","ימין","right","Yediot Achronot","Mina Tsemach",4,4,"4","02","2015",13,8,10,2015-03-17,40,0.0377964473009227,3,4
2015-02-05,"מקור ראשון","מאגר מוחות","מדגם",500,"הליכוד",25,2015,"(20,30]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Makor Rishon","Magar Mochot",-2,2,"4","02","2015",5,5,16,2015-03-17,40,0.0447213595499958,23,26
2015-02-05,"מקור ראשון","מאגר מוחות","מדגם",500,"המחנה הציוני",24,2015,"(20,30]",27,"Hamachane Hazioni","איחוד","combined","Abb-B","מרכז-שמאל","Center-Left","שמאל","left","Makor Rishon","Magar Mochot",-3,3,"4","02","2015",7,5,16,2015-03-17,40,0.0447213595499958,22,25
2015-02-05,"מקור ראשון","מאגר מוחות","מדגם",500,"הבית היהודי",14,2015,"(10,15]",8,"Habayit Hayehudi","איחוד","combined","E-F","ימין","Right","ימין","right","Makor Rishon","Magar Mochot",6,6,"4","02","2015",4,5,16,2015-03-17,40,0.0447213595499958,13,14
2015-02-05,"מקור ראשון","מאגר מוחות","מדגם",500,"רשימה משותפת ערבית",12,2015,"(10,15]",13,"Combined Arab Parties","איחוד","combined","I-J-K-L","שמאל","Left","שמאל","left","Makor Rishon","Magar Mochot",-1,1,"4","02","2015",26,5,16,2015-03-17,40,0.0447213595499958,11,12
2015-02-05,"מקור ראשון","מאגר מוחות","מדגם",500,"יש עתיד",11,2015,"(10,15]",12,"Yesh Atid","ישן","old","Q","מרכז-ימין","Center-Right","ימין","right","Makor Rishon","Magar Mochot",-1,1,"4","02","2015",14,5,16,2015-03-17,40,0.0447213595499958,10,11
2015-02-05,"מקור ראשון","מאגר מוחות","מדגם",500,"כולנו",8,2015,"(5,10]",10,"Kulanu","פיצול,חדש","new,split","Ad","מרכז-ימין","Center-Right","ימין","right","Makor Rishon","Magar Mochot",-2,2,"4","02","2015",17,5,16,2015-03-17,40,0.0447213595499958,7,8
2015-02-05,"מקור ראשון","מאגר מוחות","מדגם",500,"יהדות התורה",6,2015,"(5,10]",6,"Yehadut Hatorah","ישן","old","H","ימין","Right","ימין","right","Makor Rishon","Magar Mochot",0,0,"4","02","2015",12,5,16,2015-03-17,40,0.0447213595499958,5,6
2015-02-05,"מקור ראשון","מאגר מוחות","מדגם",500,"מרצ",6,2015,"(5,10]",5,"Meretz","ישן","old","G","שמאל","Left","שמאל","left","Makor Rishon","Magar Mochot",1,1,"4","02","2015",19,5,16,2015-03-17,40,0.0447213595499958,5,6
2015-02-05,"מקור ראשון","מאגר מוחות","מדגם",500,"שס",6,2015,"(5,10]",7,"Shas","פיצול,ישן","old,split","Da","ימין","Right","ימין","right","Makor Rishon","Magar Mochot",-1,1,"4","02","2015",29,5,16,2015-03-17,40,0.0447213595499958,5,6
2015-02-05,"מקור ראשון","מאגר מוחות","מדגם",500,"יחד",4,2015,"(1,5]",0,"Yachad","פיצול,חדש","new,split","Db","ימין","Right","ימין","right","Makor Rishon","Magar Mochot",4,4,"4","02","2015",13,5,16,2015-03-17,40,0.0447213595499958,3,4
2015-02-05,"מקור ראשון","מאגר מוחות","מדגם",500,"ישראל ביתנו",4,2015,"(1,5]",5,"Israel Beytenu","פיצול,ישן","old,split","Ac","ימין","Right","ימין","right","Makor Rishon","Magar Mochot",-1,1,"4","02","2015",15,5,16,2015-03-17,40,0.0447213595499958,3,4
2015-02-05,"ערוץ 1","טלסקר","מדגם",500,"הליכוד",27,2015,"(20,30]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Channel 1","Teleseker",0,0,"4","02","2015",5,4,18,2015-03-17,40,0.0447213595499958,25,28
2015-02-05,"ערוץ 1","טלסקר","מדגם",500,"המחנה הציוני",23,2015,"(20,30]",27,"Hamachane Hazioni","איחוד","combined","Abb-B","מרכז-שמאל","Center-Left","שמאל","left","Channel 1","Teleseker",-4,4,"4","02","2015",7,4,18,2015-03-17,40,0.0447213595499958,21,24
2015-02-05,"ערוץ 1","טלסקר","מדגם",500,"רשימה משותפת ערבית",12,2015,"(10,15]",13,"Combined Arab Parties","איחוד","combined","I-J-K-L","שמאל","Left","שמאל","left","Channel 1","Teleseker",-1,1,"4","02","2015",26,4,18,2015-03-17,40,0.0447213595499958,11,12
2015-02-05,"ערוץ 1","טלסקר","מדגם",500,"הבית היהודי",11,2015,"(10,15]",8,"Habayit Hayehudi","איחוד","combined","E-F","ימין","Right","ימין","right","Channel 1","Teleseker",3,3,"4","02","2015",4,4,18,2015-03-17,40,0.0447213595499958,10,11
2015-02-05,"ערוץ 1","טלסקר","מדגם",500,"יש עתיד",11,2015,"(10,15]",12,"Yesh Atid","ישן","old","Q","מרכז-ימין","Center-Right","ימין","right","Channel 1","Teleseker",-1,1,"4","02","2015",14,4,18,2015-03-17,40,0.0447213595499958,10,11
2015-02-05,"ערוץ 1","טלסקר","מדגם",500,"יהדות התורה",8,2015,"(5,10]",6,"Yehadut Hatorah","ישן","old","H","ימין","Right","ימין","right","Channel 1","Teleseker",2,2,"4","02","2015",12,4,18,2015-03-17,40,0.0447213595499958,7,8
2015-02-05,"ערוץ 1","טלסקר","מדגם",500,"כולנו",7,2015,"(5,10]",10,"Kulanu","פיצול,חדש","new,split","Ad","מרכז-ימין","Center-Right","ימין","right","Channel 1","Teleseker",-3,3,"4","02","2015",17,4,18,2015-03-17,40,0.0447213595499958,6,7
2015-02-05,"ערוץ 1","טלסקר","מדגם",500,"ישראל ביתנו",6,2015,"(5,10]",5,"Israel Beytenu","פיצול,ישן","old,split","Ac","ימין","Right","ימין","right","Channel 1","Teleseker",1,1,"4","02","2015",15,4,18,2015-03-17,40,0.0447213595499958,5,6
2015-02-05,"ערוץ 1","טלסקר","מדגם",500,"שס",6,2015,"(5,10]",7,"Shas","פיצול,ישן","old,split","Da","ימין","Right","ימין","right","Channel 1","Teleseker",-1,1,"4","02","2015",29,4,18,2015-03-17,40,0.0447213595499958,5,6
2015-02-05,"ערוץ 1","טלסקר","מדגם",500,"מרצ",5,2015,"(1,5]",5,"Meretz","ישן","old","G","שמאל","Left","שמאל","left","Channel 1","Teleseker",0,0,"4","02","2015",19,4,18,2015-03-17,40,0.0447213595499958,4,5
2015-02-05,"ערוץ 1","טלסקר","מדגם",500,"יחד",4,2015,"(1,5]",0,"Yachad","פיצול,חדש","new,split","Db","ימין","Right","ימין","right","Channel 1","Teleseker",4,4,"4","02","2015",13,4,18,2015-03-17,40,0.0447213595499958,3,4
2015-02-05,"רשת ב","רפי סמית","מדגם",500,"הליכוד",26,2015,"(20,30]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Reshet Bet","Raffi Smit",-1,1,"4","02","2015",5,15,26,2015-03-17,40,0.0447213595499958,24,27
2015-02-05,"רשת ב","רפי סמית","מדגם",500,"המחנה הציוני",25,2015,"(20,30]",27,"Hamachane Hazioni","איחוד","combined","Abb-B","מרכז-שמאל","Center-Left","שמאל","left","Reshet Bet","Raffi Smit",-2,2,"4","02","2015",7,15,26,2015-03-17,40,0.0447213595499958,23,26
2015-02-05,"רשת ב","רפי סמית","מדגם",500,"הבית היהודי",14,2015,"(10,15]",8,"Habayit Hayehudi","איחוד","combined","E-F","ימין","Right","ימין","right","Reshet Bet","Raffi Smit",6,6,"4","02","2015",4,15,26,2015-03-17,40,0.0447213595499958,13,14
2015-02-05,"רשת ב","רפי סמית","מדגם",500,"רשימה משותפת ערבית",12,2015,"(10,15]",13,"Combined Arab Parties","איחוד","combined","I-J-K-L","שמאל","Left","שמאל","left","Reshet Bet","Raffi Smit",-1,1,"4","02","2015",26,15,26,2015-03-17,40,0.0447213595499958,11,12
2015-02-05,"רשת ב","רפי סמית","מדגם",500,"יש עתיד",9,2015,"(5,10]",12,"Yesh Atid","ישן","old","Q","מרכז-ימין","Center-Right","ימין","right","Reshet Bet","Raffi Smit",-3,3,"4","02","2015",14,15,26,2015-03-17,40,0.0447213595499958,8,9
2015-02-05,"רשת ב","רפי סמית","מדגם",500,"שס",9,2015,"(5,10]",7,"Shas","פיצול,ישן","old,split","Da","ימין","Right","ימין","right","Reshet Bet","Raffi Smit",2,2,"4","02","2015",29,15,26,2015-03-17,40,0.0447213595499958,8,9
2015-02-05,"רשת ב","רפי סמית","מדגם",500,"יהדות התורה",8,2015,"(5,10]",6,"Yehadut Hatorah","ישן","old","H","ימין","Right","ימין","right","Reshet Bet","Raffi Smit",2,2,"4","02","2015",12,15,26,2015-03-17,40,0.0447213595499958,7,8
2015-02-05,"רשת ב","רפי סמית","מדגם",500,"כולנו",7,2015,"(5,10]",10,"Kulanu","פיצול,חדש","new,split","Ad","מרכז-ימין","Center-Right","ימין","right","Reshet Bet","Raffi Smit",-3,3,"4","02","2015",17,15,26,2015-03-17,40,0.0447213595499958,6,7
2015-02-05,"רשת ב","רפי סמית","מדגם",500,"ישראל ביתנו",5,2015,"(1,5]",5,"Israel Beytenu","פיצול,ישן","old,split","Ac","ימין","Right","ימין","right","Reshet Bet","Raffi Smit",0,0,"4","02","2015",15,15,26,2015-03-17,40,0.0447213595499958,4,5
2015-02-05,"רשת ב","רפי סמית","מדגם",500,"מרצ",5,2015,"(1,5]",5,"Meretz","ישן","old","G","שמאל","Left","שמאל","left","Reshet Bet","Raffi Smit",0,0,"4","02","2015",19,15,26,2015-03-17,40,0.0447213595499958,4,5
2015-02-05,"רשת ב","רפי סמית","מדגם",500,"יחד",3.5,2015,"(1,5]",0,"Yachad","פיצול,חדש","new,split","Db","ימין","Right","ימין","right","Reshet Bet","Raffi Smit",3.5,3.5,"4","02","2015",13,15,26,2015-03-17,40,0.0447213595499958,3,3
2015-02-04,"וואלה","טלסקר","מדגם",500,"הליכוד",26,2015,"(20,30]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Walla","Teleseker",-1,1,"3","02","2015",5,4,9,2015-03-17,41,0.0447213595499958,24,27
2015-02-04,"וואלה","טלסקר","מדגם",500,"המחנה הציוני",23,2015,"(20,30]",27,"Hamachane Hazioni","איחוד","combined","Abb-B","מרכז-שמאל","Center-Left","שמאל","left","Walla","Teleseker",-4,4,"3","02","2015",7,4,9,2015-03-17,41,0.0447213595499958,21,24
2015-02-04,"וואלה","טלסקר","מדגם",500,"הבית היהודי",12,2015,"(10,15]",8,"Habayit Hayehudi","איחוד","combined","E-F","ימין","Right","ימין","right","Walla","Teleseker",4,4,"3","02","2015",4,4,9,2015-03-17,41,0.0447213595499958,11,12
2015-02-04,"וואלה","טלסקר","מדגם",500,"רשימה משותפת ערבית",12,2015,"(10,15]",13,"Combined Arab Parties","איחוד","combined","I-J-K-L","שמאל","Left","שמאל","left","Walla","Teleseker",-1,1,"3","02","2015",26,4,9,2015-03-17,41,0.0447213595499958,11,12
2015-02-04,"וואלה","טלסקר","מדגם",500,"יש עתיד",10,2015,"(5,10]",12,"Yesh Atid","ישן","old","Q","מרכז-ימין","Center-Right","ימין","right","Walla","Teleseker",-2,2,"3","02","2015",14,4,9,2015-03-17,41,0.0447213595499958,9,10
2015-02-04,"וואלה","טלסקר","מדגם",500,"כולנו",8,2015,"(5,10]",10,"Kulanu","פיצול,חדש","new,split","Ad","מרכז-ימין","Center-Right","ימין","right","Walla","Teleseker",-2,2,"3","02","2015",17,4,9,2015-03-17,41,0.0447213595499958,7,8
2015-02-04,"וואלה","טלסקר","מדגם",500,"יהדות התורה",7,2015,"(5,10]",6,"Yehadut Hatorah","ישן","old","H","ימין","Right","ימין","right","Walla","Teleseker",1,1,"3","02","2015",12,4,9,2015-03-17,41,0.0447213595499958,6,7
2015-02-04,"וואלה","טלסקר","מדגם",500,"ישראל ביתנו",7,2015,"(5,10]",5,"Israel Beytenu","פיצול,ישן","old,split","Ac","ימין","Right","ימין","right","Walla","Teleseker",2,2,"3","02","2015",15,4,9,2015-03-17,41,0.0447213595499958,6,7
2015-02-04,"וואלה","טלסקר","מדגם",500,"שס",7,2015,"(5,10]",7,"Shas","פיצול,ישן","old,split","Da","ימין","Right","ימין","right","Walla","Teleseker",0,0,"3","02","2015",29,4,9,2015-03-17,41,0.0447213595499958,6,7
2015-02-04,"וואלה","טלסקר","מדגם",500,"יחד",4,2015,"(1,5]",0,"Yachad","פיצול,חדש","new,split","Db","ימין","Right","ימין","right","Walla","Teleseker",4,4,"3","02","2015",13,4,9,2015-03-17,41,0.0447213595499958,3,4
2015-02-04,"וואלה","טלסקר","מדגם",500,"מרצ",4,2015,"(1,5]",5,"Meretz","ישן","old","G","שמאל","Left","שמאל","left","Walla","Teleseker",-1,1,"3","02","2015",19,4,9,2015-03-17,41,0.0447213595499958,3,4
2015-02-04,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",538,"הליכוד",26,2015,"(20,30]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Maariv - Weekend","Panel Politics",-1,1,"3","02","2015",5,12,15,2015-03-17,41,0.0431130613559227,24,27
2015-02-04,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",538,"המחנה הציוני",22,2015,"(20,30]",27,"Hamachane Hazioni","איחוד","combined","Abb-B","מרכז-שמאל","Center-Left","שמאל","left","Maariv - Weekend","Panel Politics",-5,5,"3","02","2015",7,12,15,2015-03-17,41,0.0431130613559227,21,22
2015-02-04,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",538,"הבית היהודי",13,2015,"(10,15]",8,"Habayit Hayehudi","איחוד","combined","E-F","ימין","Right","ימין","right","Maariv - Weekend","Panel Politics",5,5,"3","02","2015",4,12,15,2015-03-17,41,0.0431130613559227,12,13
2015-02-04,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",538,"רשימה משותפת ערבית",12,2015,"(10,15]",13,"Combined Arab Parties","איחוד","combined","I-J-K-L","שמאל","Left","שמאל","left","Maariv - Weekend","Panel Politics",-1,1,"3","02","2015",26,12,15,2015-03-17,41,0.0431130613559227,11,12
2015-02-04,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",538,"יש עתיד",11,2015,"(10,15]",12,"Yesh Atid","ישן","old","Q","מרכז-ימין","Center-Right","ימין","right","Maariv - Weekend","Panel Politics",-1,1,"3","02","2015",14,12,15,2015-03-17,41,0.0431130613559227,10,11
2015-02-04,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",538,"יהדות התורה",8,2015,"(5,10]",6,"Yehadut Hatorah","ישן","old","H","ימין","Right","ימין","right","Maariv - Weekend","Panel Politics",2,2,"3","02","2015",12,12,15,2015-03-17,41,0.0431130613559227,7,8
2015-02-04,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",538,"כולנו",7,2015,"(5,10]",10,"Kulanu","פיצול,חדש","new,split","Ad","מרכז-ימין","Center-Right","ימין","right","Maariv - Weekend","Panel Politics",-3,3,"3","02","2015",17,12,15,2015-03-17,41,0.0431130613559227,6,7
2015-02-04,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",538,"מרצ",6,2015,"(5,10]",5,"Meretz","ישן","old","G","שמאל","Left","שמאל","left","Maariv - Weekend","Panel Politics",1,1,"3","02","2015",19,12,15,2015-03-17,41,0.0431130613559227,5,6
2015-02-04,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",538,"שס",6,2015,"(5,10]",7,"Shas","פיצול,ישן","old,split","Da","ימין","Right","ימין","right","Maariv - Weekend","Panel Politics",-1,1,"3","02","2015",29,12,15,2015-03-17,41,0.0431130613559227,5,6
2015-02-04,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",538,"ישראל ביתנו",5,2015,"(1,5]",5,"Israel Beytenu","פיצול,ישן","old,split","Ac","ימין","Right","ימין","right","Maariv - Weekend","Panel Politics",0,0,"3","02","2015",15,12,15,2015-03-17,41,0.0431130613559227,4,5
2015-02-04,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",538,"יחד",4,2015,"(1,5]",0,"Yachad","פיצול,חדש","new,split","Db","ימין","Right","ימין","right","Maariv - Weekend","Panel Politics",4,4,"3","02","2015",13,12,15,2015-03-17,41,0.0431130613559227,3,4
2015-02-04,"קול ברמה","מאגר מוחות","מדגם",530,"הליכוד",24,2015,"(20,30]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Kol Barama","Magar Mochot",-3,3,"3","02","2015",5,5,23,2015-03-17,41,0.0434372242763069,22,25
2015-02-04,"קול ברמה","מאגר מוחות","מדגם",530,"המחנה הציוני",24,2015,"(20,30]",27,"Hamachane Hazioni","איחוד","combined","Abb-B","מרכז-שמאל","Center-Left","שמאל","left","Kol Barama","Magar Mochot",-3,3,"3","02","2015",7,5,23,2015-03-17,41,0.0434372242763069,22,25
2015-02-04,"קול ברמה","מאגר מוחות","מדגם",530,"הבית היהודי",14,2015,"(10,15]",8,"Habayit Hayehudi","איחוד","combined","E-F","ימין","Right","ימין","right","Kol Barama","Magar Mochot",6,6,"3","02","2015",4,5,23,2015-03-17,41,0.0434372242763069,13,14
2015-02-04,"קול ברמה","מאגר מוחות","מדגם",530,"רשימה משותפת ערבית",12,2015,"(10,15]",13,"Combined Arab Parties","איחוד","combined","I-J-K-L","שמאל","Left","שמאל","left","Kol Barama","Magar Mochot",-1,1,"3","02","2015",26,5,23,2015-03-17,41,0.0434372242763069,11,12
2015-02-04,"קול ברמה","מאגר מוחות","מדגם",530,"יש עתיד",11,2015,"(10,15]",12,"Yesh Atid","ישן","old","Q","מרכז-ימין","Center-Right","ימין","right","Kol Barama","Magar Mochot",-1,1,"3","02","2015",14,5,23,2015-03-17,41,0.0434372242763069,10,11
2015-02-04,"קול ברמה","מאגר מוחות","מדגם",530,"כולנו",8,2015,"(5,10]",10,"Kulanu","פיצול,חדש","new,split","Ad","מרכז-ימין","Center-Right","ימין","right","Kol Barama","Magar Mochot",-2,2,"3","02","2015",17,5,23,2015-03-17,41,0.0434372242763069,7,8
2015-02-04,"קול ברמה","מאגר מוחות","מדגם",530,"יהדות התורה",6,2015,"(5,10]",6,"Yehadut Hatorah","ישן","old","H","ימין","Right","ימין","right","Kol Barama","Magar Mochot",0,0,"3","02","2015",12,5,23,2015-03-17,41,0.0434372242763069,5,6
2015-02-04,"קול ברמה","מאגר מוחות","מדגם",530,"מרצ",6,2015,"(5,10]",5,"Meretz","ישן","old","G","שמאל","Left","שמאל","left","Kol Barama","Magar Mochot",1,1,"3","02","2015",19,5,23,2015-03-17,41,0.0434372242763069,5,6
2015-02-04,"קול ברמה","מאגר מוחות","מדגם",530,"שס",6,2015,"(5,10]",7,"Shas","פיצול,ישן","old,split","Da","ימין","Right","ימין","right","Kol Barama","Magar Mochot",-1,1,"3","02","2015",29,5,23,2015-03-17,41,0.0434372242763069,5,6
2015-02-04,"קול ברמה","מאגר מוחות","מדגם",530,"ישראל ביתנו",5,2015,"(1,5]",5,"Israel Beytenu","פיצול,ישן","old,split","Ac","ימין","Right","ימין","right","Kol Barama","Magar Mochot",0,0,"3","02","2015",15,5,23,2015-03-17,41,0.0434372242763069,4,5
2015-02-04,"קול ברמה","מאגר מוחות","מדגם",530,"יחד",4,2015,"(1,5]",0,"Yachad","פיצול,חדש","new,split","Db","ימין","Right","ימין","right","Kol Barama","Magar Mochot",4,4,"3","02","2015",13,5,23,2015-03-17,41,0.0434372242763069,3,4
2015-02-03,"Times Of Israel","סטיבן מילר","מדגם",824,"המחנה הציוני",27,2015,"(20,30]",27,"Hamachane Hazioni","איחוד","combined","Abb-B","מרכז-שמאל","Center-Left","שמאל","left","Times Of Israel","Steven Miller",0,0,"2","02","2015",7,11,3,2015-03-17,42,0.0348366507145809,26,27
2015-02-03,"Times Of Israel","סטיבן מילר","מדגם",824,"הליכוד",23,2015,"(20,30]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Times Of Israel","Steven Miller",-4,4,"2","02","2015",5,11,3,2015-03-17,42,0.0348366507145809,22,23
2015-02-03,"Times Of Israel","סטיבן מילר","מדגם",824,"הבית היהודי",11,2015,"(10,15]",8,"Habayit Hayehudi","איחוד","combined","E-F","ימין","Right","ימין","right","Times Of Israel","Steven Miller",3,3,"2","02","2015",4,11,3,2015-03-17,42,0.0348366507145809,10,11
2015-02-03,"Times Of Israel","סטיבן מילר","מדגם",824,"יש עתיד",11,2015,"(10,15]",12,"Yesh Atid","ישן","old","Q","מרכז-ימין","Center-Right","ימין","right","Times Of Israel","Steven Miller",-1,1,"2","02","2015",14,11,3,2015-03-17,42,0.0348366507145809,10,11
2015-02-03,"Times Of Israel","סטיבן מילר","מדגם",824,"רשימה משותפת ערבית",11,2015,"(10,15]",13,"Combined Arab Parties","איחוד","combined","I-J-K-L","שמאל","Left","שמאל","left","Times Of Israel","Steven Miller",-2,2,"2","02","2015",26,11,3,2015-03-17,42,0.0348366507145809,10,11
